timestamp,house_id,profile,consumption_kwh,generation_kwh,net_grid_flow,meter_import_kwh,meter_export_kwh
2026-01-01 00:00:00,Haz_2_Csalad,family,0.077415,0.0,0.077415,0.077415,0.0
2026-01-01 00:15:00,Haz_2_Csalad,family,0.071279,0.0,0.071279,0.148694,0.0
2026-01-01 00:30:00,Haz_2_Csalad,family,0.072648,0.0,0.072648,0.221341,0.0
2026-01-01 00:45:00,Haz_2_Csalad,family,0.068605,0.0,0.068605,0.289946,0.0
2026-01-01 01:00:00,Haz_2_Csalad,family,0.060126,0.0,0.060126,0.350072,0.0
2026-01-01 01:15:00,Haz_2_Csalad,family,0.061353,0.0,0.061353,0.411425,0.0
2026-01-01 01:30:00,Haz_2_Csalad,family,0.064152,0.0,0.064152,0.475578,0.0
2026-01-01 01:45:00,Haz_2_Csalad,family,0.213498,0.0,0.213498,0.689076,0.0
2026-01-01 02:00:00,Haz_2_Csalad,family,0.075714,0.0,0.075714,0.76479,0.0
2026-01-01 02:15:00,Haz_2_Csalad,family,0.065336,0.0,0.065336,0.830125,0.0
2026-01-01 02:30:00,Haz_2_Csalad,family,0.069789,0.0,0.069789,0.899914,0.0
2026-01-01 02:45:00,Haz_2_Csalad,family,0.075304,0.0,0.075304,0.975218,0.0
2026-01-01 03:00:00,Haz_2_Csalad,family,0.079173,0.0,0.079173,1.054392,0.0
2026-01-01 03:15:00,Haz_2_Csalad,family,0.081375,0.0,0.081375,1.135767,0.0
2026-01-01 03:30:00,Haz_2_Csalad,family,0.082973,0.0,0.082973,1.21874,0.0
2026-01-01 03:45:00,Haz_2_Csalad,family,0.072999,0.0,0.072999,1.291739,0.0
2026-01-01 04:00:00,Haz_2_Csalad,family,0.081895,0.0,0.081895,1.373635,0.0
2026-01-01 04:15:00,Haz_2_Csalad,family,0.077891,0.0,0.077891,1.451526,0.0
2026-01-01 04:30:00,Haz_2_Csalad,family,0.080207,0.0,0.080207,1.531733,0.0
2026-01-01 04:45:00,Haz_2_Csalad,family,0.492805,0.0,0.492805,2.024538,0.0
2026-01-01 05:00:00,Haz_2_Csalad,family,0.103185,0.0,0.103185,2.127723,0.0
2026-01-01 05:15:00,Haz_2_Csalad,family,0.099448,0.0,0.099448,2.227171,0.0
2026-01-01 05:30:00,Haz_2_Csalad,family,0.083893,0.0,0.083893,2.311064,0.0
2026-01-01 05:45:00,Haz_2_Csalad,family,0.09895,0.0,0.09895,2.410013,0.0
2026-01-01 06:00:00,Haz_2_Csalad,family,0.117806,0.0,0.117806,2.52782,0.0
2026-01-01 06:15:00,Haz_2_Csalad,family,0.106258,0.0,0.106258,2.634078,0.0
2026-01-01 06:30:00,Haz_2_Csalad,family,0.095094,0.0,0.095094,2.729172,0.0
2026-01-01 06:45:00,Haz_2_Csalad,family,0.092746,0.0,0.092746,2.821917,0.0
2026-01-01 07:00:00,Haz_2_Csalad,family,0.103757,0.0,0.103757,2.925674,0.0
2026-01-01 07:15:00,Haz_2_Csalad,family,0.109691,0.0,0.109691,3.035365,0.0
2026-01-01 07:30:00,Haz_2_Csalad,family,0.115258,0.0,0.115258,3.150623,0.0
2026-01-01 07:45:00,Haz_2_Csalad,family,0.110201,0.0,0.110201,3.260824,0.0
2026-01-01 08:00:00,Haz_2_Csalad,family,1.026706,0.0,1.026706,4.28753,0.0
2026-01-01 08:15:00,Haz_2_Csalad,family,0.940037,0.0,0.940037,5.227567,0.0
2026-01-01 08:30:00,Haz_2_Csalad,family,1.393693,0.0,1.393693,6.621259,0.0
2026-01-01 08:45:00,Haz_2_Csalad,family,1.250057,0.0,1.250057,7.871316,0.0
2026-01-01 09:00:00,Haz_2_Csalad,family,0.77642,0.0,0.77642,8.647736,0.0
2026-01-01 09:15:00,Haz_2_Csalad,family,0.755789,0.0,0.755789,9.403525,0.0
2026-01-01 09:30:00,Haz_2_Csalad,family,0.799751,0.0,0.799751,10.203276,0.0
2026-01-01 09:45:00,Haz_2_Csalad,family,0.666284,0.0,0.666284,10.869561,0.0
2026-01-01 10:00:00,Haz_2_Csalad,family,0.162227,0.0,0.162227,11.031788,0.0
2026-01-01 10:15:00,Haz_2_Csalad,family,0.137958,0.0,0.137958,11.169746,0.0
2026-01-01 10:30:00,Haz_2_Csalad,family,0.190778,0.0,0.190778,11.360523,0.0
2026-01-01 10:45:00,Haz_2_Csalad,family,0.191108,0.0,0.191108,11.551632,0.0
2026-01-01 11:00:00,Haz_2_Csalad,family,0.196617,0.0,0.196617,11.748249,0.0
2026-01-01 11:15:00,Haz_2_Csalad,family,0.183958,0.0,0.183958,11.932207,0.0
2026-01-01 11:30:00,Haz_2_Csalad,family,0.203198,0.0,0.203198,12.135406,0.0
2026-01-01 11:45:00,Haz_2_Csalad,family,0.183053,0.0,0.183053,12.318459,0.0
2026-01-01 12:00:00,Haz_2_Csalad,family,0.197874,0.0,0.197874,12.516333,0.0
2026-01-01 12:15:00,Haz_2_Csalad,family,0.187481,0.0,0.187481,12.703814,0.0
2026-01-01 12:30:00,Haz_2_Csalad,family,0.212213,0.0,0.212213,12.916027,0.0
2026-01-01 12:45:00,Haz_2_Csalad,family,0.144349,0.0,0.144349,13.060375,0.0
2026-01-01 13:00:00,Haz_2_Csalad,family,0.568599,0.0,0.568599,13.628974,0.0
2026-01-01 13:15:00,Haz_2_Csalad,family,0.174396,0.0,0.174396,13.803369,0.0
2026-01-01 13:30:00,Haz_2_Csalad,family,0.212108,0.0,0.212108,14.015478,0.0
2026-01-01 13:45:00,Haz_2_Csalad,family,0.157039,0.0,0.157039,14.172516,0.0
2026-01-01 14:00:00,Haz_2_Csalad,family,0.187465,0.0,0.187465,14.359981,0.0
2026-01-01 14:15:00,Haz_2_Csalad,family,0.172699,0.0,0.172699,14.53268,0.0
2026-01-01 14:30:00,Haz_2_Csalad,family,0.209073,0.0,0.209073,14.741753,0.0
2026-01-01 14:45:00,Haz_2_Csalad,family,0.145491,0.0,0.145491,14.887244,0.0
2026-01-01 15:00:00,Haz_2_Csalad,family,0.195536,0.0,0.195536,15.08278,0.0
2026-01-01 15:15:00,Haz_2_Csalad,family,0.165812,0.0,0.165812,15.248592,0.0
2026-01-01 15:30:00,Haz_2_Csalad,family,0.15746,0.0,0.15746,15.406052,0.0
2026-01-01 15:45:00,Haz_2_Csalad,family,0.199657,0.0,0.199657,15.60571,0.0
2026-01-01 16:00:00,Haz_2_Csalad,family,0.166447,0.0,0.166447,15.772156,0.0
2026-01-01 16:15:00,Haz_2_Csalad,family,0.572524,0.0,0.572524,16.34468,0.0
2026-01-01 16:30:00,Haz_2_Csalad,family,0.139845,0.0,0.139845,16.484525,0.0
2026-01-01 16:45:00,Haz_2_Csalad,family,0.154068,0.0,0.154068,16.638593,0.0
2026-01-01 17:00:00,Haz_2_Csalad,family,0.437554,0.0,0.437554,17.076146,0.0
2026-01-01 17:15:00,Haz_2_Csalad,family,0.576798,0.0,0.576798,17.652945,0.0
2026-01-01 17:30:00,Haz_2_Csalad,family,0.562704,0.0,0.562704,18.215648,0.0
2026-01-01 17:45:00,Haz_2_Csalad,family,0.616789,0.0,0.616789,18.832437,0.0
2026-01-01 18:00:00,Haz_2_Csalad,family,0.986098,0.0,0.986098,19.818535,0.0
2026-01-01 18:15:00,Haz_2_Csalad,family,0.870952,0.0,0.870952,20.689487,0.0
2026-01-01 18:30:00,Haz_2_Csalad,family,0.798508,0.0,0.798508,21.487994,0.0
2026-01-01 18:45:00,Haz_2_Csalad,family,0.899136,0.0,0.899136,22.387131,0.0
2026-01-01 19:00:00,Haz_2_Csalad,family,1.499856,0.0,1.499856,23.886987,0.0
2026-01-01 19:15:00,Haz_2_Csalad,family,1.413921,0.0,1.413921,25.300908,0.0
2026-01-01 19:30:00,Haz_2_Csalad,family,0.916096,0.0,0.916096,26.217004,0.0
2026-01-01 19:45:00,Haz_2_Csalad,family,0.946664,0.0,0.946664,27.163668,0.0
2026-01-01 20:00:00,Haz_2_Csalad,family,1.329426,0.0,1.329426,28.493094,0.0
2026-01-01 20:15:00,Haz_2_Csalad,family,1.607938,0.0,1.607938,30.101031,0.0
2026-01-01 20:30:00,Haz_2_Csalad,family,1.391011,0.0,1.391011,31.492042,0.0
2026-01-01 20:45:00,Haz_2_Csalad,family,1.578542,0.0,1.578542,33.070584,0.0
2026-01-01 21:00:00,Haz_2_Csalad,family,1.641784,0.0,1.641784,34.712368,0.0
2026-01-01 21:15:00,Haz_2_Csalad,family,1.59373,0.0,1.59373,36.306098,0.0
2026-01-01 21:30:00,Haz_2_Csalad,family,1.224576,0.0,1.224576,37.530673,0.0
2026-01-01 21:45:00,Haz_2_Csalad,family,1.276767,0.0,1.276767,38.80744,0.0
2026-01-01 22:00:00,Haz_2_Csalad,family,0.672101,0.0,0.672101,39.479541,0.0
2026-01-01 22:15:00,Haz_2_Csalad,family,0.791275,0.0,0.791275,40.270816,0.0
2026-01-01 22:30:00,Haz_2_Csalad,family,0.781713,0.0,0.781713,41.052529,0.0
2026-01-01 22:45:00,Haz_2_Csalad,family,1.256397,0.0,1.256397,42.308926,0.0
2026-01-01 23:00:00,Haz_2_Csalad,family,0.459463,0.0,0.459463,42.768389,0.0
2026-01-01 23:15:00,Haz_2_Csalad,family,0.610304,0.0,0.610304,43.378694,0.0
2026-01-01 23:30:00,Haz_2_Csalad,family,0.698574,0.0,0.698574,44.077267,0.0
